Date,QQQ
2010-03-31,0.077109279763665
2010-04-30,0.02242495723558302
2010-05-31,-0.07392334951375246
2010-06-30,-0.0597570890746294
2010-07-31,0.07258312899755515
2010-08-31,-0.051299223259581805
2010-09-30,0.1317286755628062
2010-10-31,0.06337822543094918
2010-11-30,-0.001724660191457117
2010-12-31,0.04757101457402935
2011-01-31,0.028277626360277974
2011-02-28,0.03160703641559359
2011-03-31,-0.004482494480241517
2011-04-30,0.028730520683591054
2011-05-31,-0.012186874104777146
2011-06-30,-0.02025466240806484
2011-07-31,0.016652309616152605
2011-08-31,-0.050689965236230816
2011-09-30,-0.04490820142818541
2011-10-31,0.10401987055076312
2011-11-30,-0.026919739924036956
2011-12-31,-0.006141808677341931
2012-01-31,0.08418382390868695
2012-02-29,0.06410079979276628
2012-03-31,0.050530394437716675
2012-04-30,-0.011695102191998763
2012-05-31,-0.07040156025704858
2012-06-30,0.03621458769413688
2012-07-31,0.009974912753793364
2012-08-31,0.051852320675384256
2012-09-30,0.00888422817105794
2012-10-31,-0.052793130119626275
2012-11-30,0.013086952246696315
2012-12-31,-0.0046697734044989225
2013-01-31,0.026716498180693105
2013-02-28,0.0034389279996311917
2013-03-31,0.030247857126588285
2013-04-30,0.025373413148412016
2013-05-31,0.035774839233081224
2013-06-30,-0.02395259716214848
2013-07-31,0.06314008257226611
2013-08-31,-0.003959085401679219
2013-09-30,0.04832186425140694
2013-10-31,0.04956868028890704
2013-11-30,0.035511864574999
2013-12-31,0.029271251216116623
2014-01-31,-0.019213347760573596
2014-02-28,0.05152405872454535
2014-03-31,-0.027335993061578523
2014-04-30,-0.0031932044181554042
2014-05-31,0.044856085937095225
2014-06-30,0.03123815399642549
2014-07-31,0.011819621068649644
2014-08-31,0.05009475346813086
2014-09-30,-0.007566708350182916
2014-10-31,0.02642027417875692
2014-11-30,0.045463400457578684
2014-12-31,-0.022406165933443134
2015-01-31,-0.02082332654472796
2015-02-28,0.07220585043173688
2015-03-31,-0.023589997212263847
2015-04-30,0.019223423963884656
2015-05-31,0.02248468762400524
2015-06-30,-0.024841086362528353
2015-07-31,0.04557758365712328
2015-08-31,-0.06824472788369451
2015-09-30,-0.022073099789988504
2015-10-31,0.11369922733723525
2015-11-30,0.006088277525510888
2015-12-31,-0.015947742209817095
2016-01-31,-0.06910437700093008
2016-02-29,-0.01565333132582103
2016-03-31,0.06852617808382444
2016-04-30,-0.031868207319107666
2016-05-31,0.04370045404552436
2016-06-30,-0.02278037184506576
2016-07-31,0.07150842917542044
2016-08-31,0.010500415953491826
2016-09-30,0.022135632495559054
2016-10-31,-0.014571983244027531
2016-11-30,0.0043590288475019445
2016-12-31,0.011322486074242244
2017-01-31,0.05140117463185345
2017-02-28,0.04375054935538736
2017-03-31,0.020268639799781996
2017-04-30,0.027269958207411626
2017-05-31,0.03897357313793792
2017-06-30,-0.023179530935953818
2017-07-31,0.04061334472407685
2017-08-31,0.02073596807193523
2017-09-30,-0.0029526111366291463
2017-10-31,0.04606404677170439
2017-11-30,0.019717139526879812
2017-12-31,0.006031336096180562
2018-01-31,0.08757061099712016
2018-02-28,-0.01292808915508259
2018-03-31,-0.040788521031946856
2018-04-30,0.0050587202348808535
2018-05-31,0.05672935015377778
2018-06-30,0.011450272430048924
2018-07-31,0.02796416937201074
2018-08-31,0.05780632992710677
2018-09-30,-0.002816097892510916
2018-10-31,-0.08595725231156637
2018-11-30,-0.002650062675414566
2018-12-31,-0.08660699899036639
2019-01-31,0.09010739094111186
2019-02-28,0.029912215117650964
2019-03-31,0.03924570864136223
2019-04-30,0.05499263738019389
2019-05-31,-0.08225175486464265
2019-06-30,0.07590055813864338
2019-07-31,0.023347907307690763
2019-08-31,-0.018995206581523427
2019-09-30,0.009178703467893179
2019-10-31,0.04380085746784501
2019-11-30,0.04069392108343428
2019-12-31,0.03886365843619499
2020-01-31,0.030384449501099864
2020-02-29,-0.060574545379657785
2020-03-31,-0.07285823348336384
2020-04-30,0.1497375020606473
2020-05-31,0.06600883475363584
2020-06-30,0.06286684122913955
2020-07-31,0.07346504860388814
2020-08-31,0.10944727364999118
2020-09-30,-0.057786003666479346
2020-10-31,-0.03044935856497366
2020-11-30,0.11225785030171087
2020-12-31,0.04902436806320165
2021-01-31,0.00261362583065039
2021-02-28,-0.0013351699399671846
2021-03-31,0.01716760869999412
2021-04-30,0.05909826832937459
2021-05-31,-0.012012324068837454
2021-06-30,0.06262128115686072
2021-07-31,0.028609575075168703
2021-08-31,0.04218677719704833
2021-09-30,-0.05683172441638373
2021-10-31,0.07864001278492072
2021-11-30,0.01996851231624097
2021-12-31,0.011523529232933427
2022-01-31,-0.08747027460365087
2022-02-28,-0.04475979199994906
2022-03-31,0.04667885891041301
2022-04-30,-0.1359573174471007
2022-05-31,-0.015866210628373234
2022-06-30,-0.08907890913199334
2022-07-31,0.12551763483933698
2022-08-31,-0.05132178423582423
2022-09-30,-0.10535542140483878
2022-10-31,0.039998502838620276
2022-11-30,0.055441613617535745
2022-12-31,-0.09013669358899534
2023-01-31,0.10642915519950025
2023-02-28,-0.003597804541867977
2023-03-31,0.09492732960021444
2023-04-30,0.005079007805855351
2023-05-31,0.07883792707842385
2023-06-30,0.06303847330011858
2023-07-31,0.03860099741382417
2023-08-31,-0.014830083420981022
2023-09-30,-0.050798607068906154
2023-10-31,-0.020654781801267896
2023-11-30,0.10818820140357
2023-12-31,0.05586961217688624
2024-01-31,0.018192162837174175
2024-02-29,0.05283352518225648
2024-03-31,0.01274961683701581
2024-04-30,-0.04373782339356713
2024-05-31,0.061518247473417276
2024-06-30,0.06470123148760121
2024-07-31,-0.01678104273514569
2024-08-31,0.011038678993844142
2024-09-30,0.026215961669270316
2024-10-31,-0.008646292975196257
2024-11-30,0.05350820570927062
2024-12-31,0.004540377761786507
2025-01-31,0.02163406924807809
2025-02-28,-0.027034734674403982
2025-03-31,-0.07586185386700162
2025-04-30,0.01396822612799542
2025-05-31,0.09178284545705795
2025-06-30,0.06385843800471225
2025-07-31,0.024236811620179877
2025-08-31,0.01345104591879731
